Accuracy,Precision,Recall,F1
0.935866983372922,0.937483737969326,0.93681777628821,0.935935825663836
0.92534781133356,0.926153461162057,0.927341579458949,0.925998511564062
0.922972514421446,0.927647403834206,0.926185449808963,0.924120339577026
0.925687139463862,0.930821778174928,0.926617283991656,0.92566626191044
0.932813030200204,0.932682039531133,0.933810231134073,0.933093448731647
