Accuracy,Precision,Recall,F1
0.911435357991177,0.912568589722341,0.914671586110339,0.912909740975064
0.918900576857822,0.919402927152351,0.92195570526313,0.920135680668804
0.890057685782151,0.893906093460152,0.894516386601297,0.89170017190672
0.921615201900237,0.921640907196038,0.923240580220349,0.921934780417121
0.926705123854768,0.927712567171376,0.92871570924279,0.927529410968242
