Accuracy,Precision,Recall,F1
0.934848998982016,0.934105661528666,0.936533676838815,0.934895982133769
0.935866983372922,0.936514617914824,0.937074337186561,0.935984890944622
0.933491686460808,0.934372884853484,0.935518192403069,0.934486580157433
0.9321343739396,0.932895913355422,0.934417843938118,0.933062011526709
0.94061757719715,0.939786295093006,0.942092804395951,0.940730577083968
